txn_id,minute,amount,bank,network,payment_method,merchant,device,risk,route_id,health_state,success_probability,success,latency_ms
13963,1340,986.6,SBI,UPI,UPI,Electronics,iOS,LOW,R3,HEALTHY,0.979,1,121.13
13964,1340,1112.75,Axis,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,114.28
13965,1340,597.92,HDFC,Rupay,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,110.96
13966,1340,146.8,SBI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,114.82
13967,1340,914.58,HDFC,Rupay,CARD,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,106.67
13968,1341,818.3,Axis,UPI,UPI,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,110.42
13969,1341,147.45,SBI,Mastercard,CARD,Shopping,Web,MEDIUM,R4,DEGRADED,0.7864,1,415.6
13970,1341,2222.59,Axis,Mastercard,CARD,Shopping,Web,LOW,R1,HEALTHY,0.986,1,140.18
13971,1341,4244.07,HDFC,Visa,CARD,Food,Android,HIGH,R4,DEGRADED,0.7864,1,322.17
13972,1341,295.16,ICICI,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,111.76
13973,1342,798.92,ICICI,Rupay,CARD,Food,Android,LOW,R3,HEALTHY,0.979,1,107.51
13974,1342,89.59,HDFC,Visa,CARD,Shopping,Android,LOW,R4,DEGRADED,0.7864,1,371.79
13975,1342,391.04,HDFC,Rupay,CARD,Food,Web,LOW,R3,HEALTHY,0.979,0,103.89
13976,1342,576.79,SBI,Mastercard,CARD,Shopping,Web,MEDIUM,R4,DEGRADED,0.7864,1,368.22
13977,1342,120.15,HDFC,Mastercard,CARD,Travel,Web,LOW,R4,DEGRADED,0.7864,1,352.5
13978,1342,2622.03,HDFC,UPI,UPI,Fuel,Android,LOW,R3,HEALTHY,0.979,1,113.87
13979,1342,23.53,HDFC,Visa,CARD,Electronics,Web,LOW,R3,HEALTHY,0.979,1,97.78
13980,1342,543.63,ICICI,Mastercard,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,89.41
13981,1342,274.87,HDFC,UPI,UPI,Electronics,Web,LOW,R1,HEALTHY,0.986,1,124.47
13982,1342,103.9,SBI,Mastercard,CARD,Healthcare,Web,LOW,R1,HEALTHY,0.986,1,128.09
13983,1342,22.62,SBI,Visa,CARD,Food,iOS,LOW,R4,DEGRADED,0.7864,1,333.24
13984,1342,173.01,ICICI,Visa,CARD,Food,Web,MEDIUM,R1,HEALTHY,0.986,1,134.77
13985,1342,304.53,BOB,UPI,UPI,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,105.24
13986,1342,87.83,HDFC,Mastercard,CARD,Shopping,Android,LOW,R1,HEALTHY,0.986,1,137.01
13987,1343,510.7,HDFC,Mastercard,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,105.47
13988,1343,141.58,SBI,Mastercard,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,115.44
13989,1343,58.21,HDFC,Mastercard,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,131.53
13990,1343,1265.77,Kotak,UPI,UPI,Shopping,Web,LOW,R3,HEALTHY,0.979,1,99.31
13991,1343,345.01,BOB,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,115.55
13992,1343,82.55,Kotak,Rupay,CARD,Electronics,Web,LOW,R3,HEALTHY,0.979,1,127.49
13993,1343,502.65,Kotak,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,119.83
13994,1343,124.42,HDFC,Visa,CARD,Electronics,iOS,LOW,R2,HEALTHY,0.981,1,84.74
13995,1343,949.77,Axis,UPI,UPI,Shopping,Web,MEDIUM,R4,DEGRADED,0.7864,1,351.75
13996,1343,302.26,HDFC,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,115.49
13997,1343,67.42,HDFC,Mastercard,CARD,Shopping,iOS,LOW,R4,DEGRADED,0.7864,1,377.8
13998,1343,1499.34,SBI,Visa,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,115.42
13999,1343,675.38,HDFC,Rupay,CARD,Fuel,iOS,MEDIUM,R3,HEALTHY,0.979,1,104.41
14000,1343,13.54,Kotak,UPI,UPI,Electronics,Android,LOW,R4,DEGRADED,0.7864,1,318.85
14001,1344,101.15,ICICI,Visa,CARD,Travel,Android,LOW,R1,HEALTHY,0.986,1,145.46
14002,1344,219.5,HDFC,Mastercard,CARD,Food,Web,LOW,R4,DEGRADED,0.7864,1,317.46
14003,1344,281.39,HDFC,Mastercard,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,113.25
14004,1344,45.06,Kotak,Mastercard,CARD,Healthcare,Web,LOW,R1,HEALTHY,0.986,1,147.22
14005,1344,444.25,Axis,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,140.97
14006,1344,730.62,ICICI,UPI,UPI,Electronics,Web,HIGH,R1,HEALTHY,0.986,1,127.37
14007,1344,390.9,BOB,UPI,UPI,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,116.66
14008,1344,121.85,ICICI,Rupay,CARD,Food,iOS,HIGH,R3,HEALTHY,0.979,1,107.08
14009,1344,256.37,HDFC,Mastercard,CARD,Fuel,Web,MEDIUM,R1,HEALTHY,0.986,1,146.83
14010,1344,479.98,ICICI,Rupay,CARD,Food,Web,MEDIUM,R3,HEALTHY,0.979,1,112.71
14011,1345,97.92,SBI,Visa,CARD,Fuel,Android,LOW,R1,HEALTHY,0.986,0,148.35
14012,1345,2286.71,HDFC,Visa,CARD,Fuel,Web,LOW,R1,HEALTHY,0.986,1,127.78
14013,1345,756.84,Kotak,UPI,UPI,Fuel,Android,LOW,R1,HEALTHY,0.986,1,143.79
14014,1345,103.43,ICICI,UPI,UPI,Electronics,Android,LOW,R1,HEALTHY,0.986,1,163.51
14015,1345,29.74,Kotak,UPI,UPI,Shopping,Web,LOW,R2,HEALTHY,0.981,1,71.95
14016,1345,594.69,ICICI,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,156.8
14017,1345,2203.73,ICICI,UPI,UPI,Electronics,Web,HIGH,R2,HEALTHY,0.981,1,72.82
14018,1345,54.65,ICICI,Rupay,CARD,Shopping,Android,HIGH,R3,HEALTHY,0.979,1,149.58
14019,1346,74.83,HDFC,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,118.97
14020,1346,4073.04,SBI,UPI,UPI,Shopping,Android,HIGH,R1,HEALTHY,0.986,1,158.22
14021,1346,76.78,HDFC,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,151.89
14022,1346,22.22,HDFC,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,99.02
14023,1346,89.26,HDFC,Visa,CARD,Fuel,Android,MEDIUM,R1,HEALTHY,0.986,1,146.64
14024,1346,162.66,Kotak,Rupay,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,114.81
14025,1346,77.66,SBI,UPI,UPI,Healthcare,Android,LOW,R4,DEGRADED,0.7864,1,357.52
14026,1347,6712.52,Axis,Visa,CARD,Electronics,Web,MEDIUM,R1,HEALTHY,0.986,1,142.1
14027,1347,10.0,ICICI,UPI,UPI,Shopping,Android,LOW,R4,DEGRADED,0.7864,1,308.02
14028,1347,135.02,HDFC,Visa,CARD,Electronics,Web,LOW,R4,DEGRADED,0.7864,1,367.1
14029,1347,302.76,SBI,UPI,UPI,Travel,Android,LOW,R3,HEALTHY,0.979,1,120.94
14030,1347,478.97,SBI,Visa,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,154.87
14031,1347,91.18,SBI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,92.29
14032,1347,431.49,Axis,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,132.72
14033,1347,91.77,Kotak,Mastercard,CARD,Food,iOS,LOW,R1,HEALTHY,0.986,1,134.52
14034,1347,33.24,SBI,UPI,UPI,Shopping,Android,LOW,R2,HEALTHY,0.981,1,96.62
14035,1348,61.61,Axis,UPI,UPI,Travel,Web,LOW,R4,DEGRADED,0.7864,0,360.71
14036,1348,2814.21,Axis,Mastercard,CARD,Fuel,Android,MEDIUM,R1,HEALTHY,0.986,1,145.09
14037,1348,96.2,SBI,Rupay,CARD,Fuel,Android,MEDIUM,R3,HEALTHY,0.979,1,108.89
14038,1348,1187.53,Kotak,UPI,UPI,Electronics,iOS,MEDIUM,R2,HEALTHY,0.981,1,81.55
14039,1348,14.9,BOB,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,88.16
14040,1348,11.58,SBI,Rupay,CARD,Travel,iOS,LOW,R3,HEALTHY,0.979,1,104.32
14041,1348,39.05,ICICI,UPI,UPI,Travel,iOS,LOW,R2,HEALTHY,0.981,1,87.59
14042,1348,817.39,ICICI,Mastercard,CARD,Travel,Web,LOW,R3,HEALTHY,0.979,1,115.71
14043,1348,239.74,HDFC,Visa,CARD,Shopping,Android,LOW,R4,DEGRADED,0.7864,1,347.94
14044,1348,142.8,Axis,Mastercard,CARD,Fuel,Android,LOW,R4,DEGRADED,0.7864,1,353.86
14045,1348,100.36,ICICI,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,132.45
14046,1348,2152.42,ICICI,Rupay,CARD,Shopping,Android,HIGH,R3,HEALTHY,0.979,1,113.95
14047,1348,150.73,ICICI,UPI,UPI,Travel,Android,LOW,R1,HEALTHY,0.986,1,151.92
14048,1348,71.92,SBI,UPI,UPI,Food,Android,LOW,R2,HEALTHY,0.981,1,91.87
14049,1348,176.87,ICICI,Mastercard,CARD,Electronics,iOS,MEDIUM,R4,DEGRADED,0.7864,1,316.53
14050,1349,122.89,ICICI,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,106.44
14051,1349,39.18,Kotak,UPI,UPI,Fuel,Web,LOW,R1,HEALTHY,0.986,1,136.93
14052,1349,727.53,Axis,UPI,UPI,Fuel,Web,LOW,R2,HEALTHY,0.981,1,87.97
14053,1349,597.41,SBI,UPI,UPI,Food,iOS,LOW,R3,HEALTHY,0.979,1,98.4
14054,1349,20.75,Axis,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,158.13
14055,1349,2267.25,ICICI,Visa,CARD,Electronics,Web,LOW,R4,DEGRADED,0.7864,1,371.28
14056,1349,273.77,HDFC,Rupay,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,95.39
14057,1350,261.12,BOB,UPI,UPI,Food,iOS,MEDIUM,R2,HEALTHY,0.981,1,80.67
14058,1350,351.83,HDFC,UPI,UPI,Shopping,Android,LOW,R1,HEALTHY,0.986,1,177.69
14059,1350,1227.32,HDFC,UPI,UPI,Shopping,Android,MEDIUM,R2,HEALTHY,0.981,1,96.55
14060,1350,1642.65,Axis,UPI,UPI,Shopping,iOS,MEDIUM,R1,HEALTHY,0.986,1,141.8
14061,1350,203.08,HDFC,UPI,UPI,Healthcare,iOS,LOW,R4,DEGRADED,0.7864,1,331.85
14062,1350,487.28,SBI,Rupay,CARD,Food,Android,LOW,R3,HEALTHY,0.979,1,105.27
14063,1350,336.84,Kotak,Mastercard,CARD,Travel,Android,LOW,R3,HEALTHY,0.979,1,104.22
14064,1350,10.0,BOB,Rupay,CARD,Travel,Web,HIGH,R3,HEALTHY,0.979,1,119.88
14065,1350,44.39,ICICI,Mastercard,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,132.83
14066,1350,1353.62,BOB,Visa,CARD,Shopping,Android,MEDIUM,R3,HEALTHY,0.979,1,106.51
14067,1351,48.72,ICICI,Rupay,CARD,Healthcare,iOS,LOW,R3,HEALTHY,0.979,1,93.58
14068,1351,161.02,SBI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,102.01
14069,1351,2171.7,Axis,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,117.78
14070,1351,347.69,ICICI,UPI,UPI,Healthcare,Android,LOW,R4,HEALTHY,0.983,1,144.56
14071,1351,1477.93,HDFC,UPI,UPI,Fuel,Web,LOW,R3,HEALTHY,0.979,1,106.22
14072,1351,85.92,SBI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,121.12
14073,1351,644.87,BOB,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,141.59
14074,1351,99.85,Axis,UPI,UPI,Shopping,iOS,LOW,R4,HEALTHY,0.983,1,148.34
14075,1351,38.1,SBI,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,0,118.67
14076,1351,61.1,HDFC,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,146.51
14077,1351,76.71,HDFC,Rupay,CARD,Electronics,iOS,MEDIUM,R3,HEALTHY,0.979,1,116.57
14078,1351,147.79,SBI,Mastercard,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,155.55
14079,1351,1407.81,SBI,UPI,UPI,Fuel,Web,LOW,R2,HEALTHY,0.981,1,77.05
14080,1351,57.09,Kotak,Mastercard,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,113.13
14081,1352,396.99,HDFC,UPI,UPI,Healthcare,iOS,LOW,R3,HEALTHY,0.979,1,89.38
14082,1352,766.77,ICICI,Mastercard,CARD,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,137.91
14083,1352,492.5,BOB,UPI,UPI,Fuel,Android,LOW,R2,HEALTHY,0.981,1,59.94
14084,1352,30.48,SBI,Visa,CARD,Shopping,Web,LOW,R2,HEALTHY,0.981,1,85.18
14085,1352,59.62,Axis,UPI,UPI,Travel,Web,LOW,R3,HEALTHY,0.979,1,132.97
14086,1352,58.68,SBI,Visa,CARD,Food,Android,MEDIUM,R2,HEALTHY,0.981,1,78.34
14087,1352,205.72,ICICI,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,102.43
14088,1353,1251.0,ICICI,Rupay,CARD,Electronics,iOS,LOW,R3,HEALTHY,0.979,1,98.78
14089,1353,485.9,HDFC,UPI,UPI,Shopping,Web,LOW,R3,HEALTHY,0.979,1,113.2
14090,1353,70.05,HDFC,Mastercard,CARD,Shopping,Android,LOW,R1,HEALTHY,0.986,1,156.51
14091,1353,305.24,Kotak,Visa,CARD,Food,iOS,LOW,R2,HEALTHY,0.981,1,85.91
14092,1353,234.71,BOB,UPI,UPI,Shopping,Web,LOW,R2,HEALTHY,0.981,1,90.72
14093,1353,136.17,Axis,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,113.36
14094,1353,231.78,SBI,Visa,CARD,Shopping,Web,MEDIUM,R2,HEALTHY,0.981,1,96.77
14095,1354,76.28,ICICI,UPI,UPI,Travel,iOS,LOW,R3,HEALTHY,0.979,1,126.5
14096,1354,605.82,ICICI,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,158.01
14097,1354,404.61,HDFC,UPI,UPI,Shopping,Web,LOW,R4,HEALTHY,0.983,1,170.08
14098,1354,2239.51,SBI,UPI,UPI,Shopping,Web,LOW,R3,HEALTHY,0.979,1,115.55
14099,1354,40.43,ICICI,UPI,UPI,Fuel,Android,LOW,R3,HEALTHY,0.979,1,118.7
14100,1354,1280.1,ICICI,UPI,UPI,Fuel,Web,MEDIUM,R2,HEALTHY,0.981,1,80.67
14101,1354,68.99,BOB,UPI,UPI,Food,iOS,LOW,R2,HEALTHY,0.981,1,90.5
14102,1354,346.23,BOB,UPI,UPI,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,124.49
14103,1354,165.93,Axis,Visa,CARD,Shopping,Web,LOW,R2,HEALTHY,0.981,1,94.06
14104,1354,18.19,Kotak,Rupay,CARD,Fuel,Android,LOW,R3,HEALTHY,0.979,1,105.93
14105,1354,407.72,BOB,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,110.33
14106,1355,250.27,SBI,UPI,UPI,Shopping,Android,LOW,R1,HEALTHY,0.986,1,135.2
14107,1355,1112.41,Axis,Mastercard,CARD,Electronics,iOS,LOW,R3,HEALTHY,0.979,1,120.99
14108,1355,2536.28,Kotak,UPI,UPI,Fuel,Web,MEDIUM,R1,HEALTHY,0.986,1,116.25
14109,1355,59.77,ICICI,UPI,UPI,Shopping,Android,LOW,R2,HEALTHY,0.981,1,87.73
14110,1355,30.44,HDFC,UPI,UPI,Fuel,Android,LOW,R1,HEALTHY,0.986,1,167.12
14111,1355,158.43,Axis,UPI,UPI,Fuel,Web,LOW,R2,HEALTHY,0.981,1,83.11
14112,1355,85.89,BOB,UPI,UPI,Shopping,Android,LOW,R2,HEALTHY,0.981,1,71.44
14113,1355,156.78,HDFC,Mastercard,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,149.67
14114,1355,41.42,HDFC,Mastercard,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,102.13
14115,1355,102.0,HDFC,Mastercard,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,85.42
14116,1355,37.02,SBI,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,104.89
14117,1356,2808.52,ICICI,UPI,UPI,Food,iOS,MEDIUM,R1,HEALTHY,0.986,1,135.29
14118,1356,18.41,HDFC,UPI,UPI,Fuel,Web,MEDIUM,R3,HEALTHY,0.979,1,118.6
14119,1356,67.37,HDFC,Rupay,CARD,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,102.38
14120,1357,574.8,SBI,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,83.52
14121,1357,635.9,BOB,Rupay,CARD,Healthcare,Web,LOW,R3,HEALTHY,0.979,0,93.03
14122,1357,387.32,Axis,Mastercard,CARD,Healthcare,Web,LOW,R4,HEALTHY,0.983,1,192.79
14123,1357,262.91,Axis,UPI,UPI,Shopping,Web,LOW,R2,HEALTHY,0.981,1,93.25
14124,1357,919.15,Kotak,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,105.09
14125,1357,454.84,BOB,UPI,UPI,Food,iOS,LOW,R4,HEALTHY,0.983,1,166.3
14126,1357,220.32,SBI,UPI,UPI,Food,iOS,LOW,R2,HEALTHY,0.981,1,69.08
14127,1358,777.27,Kotak,UPI,UPI,Shopping,Android,LOW,R1,HEALTHY,0.986,1,152.59
14128,1358,522.09,HDFC,UPI,UPI,Shopping,iOS,LOW,R4,HEALTHY,0.983,1,160.88
14129,1358,266.59,HDFC,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,125.15
14130,1358,1111.17,Axis,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,122.56
14131,1358,282.47,HDFC,Rupay,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,118.04
14132,1358,10.0,BOB,UPI,UPI,Food,iOS,LOW,R4,HEALTHY,0.983,1,200.2
14133,1358,89.88,ICICI,Visa,CARD,Fuel,Web,LOW,R1,HEALTHY,0.986,1,136.9
14134,1358,394.53,Kotak,UPI,UPI,Shopping,iOS,LOW,R4,HEALTHY,0.983,1,172.94
14135,1358,345.08,BOB,Visa,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,104.43
14136,1358,48.44,Axis,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,111.84
14137,1358,435.02,BOB,Rupay,CARD,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,124.18
14138,1358,682.14,Axis,UPI,UPI,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,100.26
14139,1359,147.52,ICICI,UPI,UPI,Healthcare,Web,LOW,R2,HEALTHY,0.981,1,85.19
14140,1359,242.25,SBI,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,127.31
14141,1359,213.7,HDFC,UPI,UPI,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,144.86
14142,1359,59.2,BOB,Mastercard,CARD,Food,Android,LOW,R3,HEALTHY,0.979,1,102.88
14143,1359,1149.77,SBI,Visa,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,157.34
14144,1359,467.06,SBI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,109.01
14145,1359,132.01,SBI,Mastercard,CARD,Electronics,Web,MEDIUM,R4,HEALTHY,0.983,1,175.59
14146,1359,166.11,HDFC,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,106.93
14147,1359,888.17,HDFC,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,131.81
14148,1360,165.12,ICICI,UPI,UPI,Shopping,Android,LOW,R2,HEALTHY,0.981,1,104.64
14149,1360,526.97,HDFC,Mastercard,CARD,Food,iOS,MEDIUM,R1,HEALTHY,0.986,1,136.82
14150,1360,729.47,SBI,Rupay,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,115.74
14151,1360,2720.51,ICICI,UPI,UPI,Shopping,iOS,MEDIUM,R1,HEALTHY,0.986,1,119.34
14152,1360,374.53,Axis,Visa,CARD,Electronics,iOS,LOW,R4,HEALTHY,0.983,1,217.36
14153,1360,184.78,ICICI,Rupay,CARD,Electronics,iOS,LOW,R3,HEALTHY,0.979,1,90.5
14154,1360,188.03,BOB,Visa,CARD,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,128.7
14155,1361,27.58,HDFC,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,67.27
14156,1361,34.91,Axis,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,164.95
14157,1361,322.75,SBI,Visa,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,115.34
14158,1361,538.96,BOB,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,157.79
14159,1361,208.65,ICICI,Mastercard,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,104.5
14160,1361,375.1,SBI,UPI,UPI,Food,Web,LOW,R2,HEALTHY,0.981,1,82.64
14161,1361,208.06,ICICI,UPI,UPI,Food,Android,MEDIUM,R4,HEALTHY,0.983,1,163.17
14162,1361,1409.9,BOB,Mastercard,CARD,Shopping,iOS,MEDIUM,R1,HEALTHY,0.986,1,142.72
14163,1361,346.98,Kotak,UPI,UPI,Healthcare,iOS,LOW,R3,HEALTHY,0.979,1,122.36
14164,1361,423.21,SBI,UPI,UPI,Shopping,Android,LOW,R4,HEALTHY,0.983,1,187.6
14165,1361,241.44,HDFC,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,155.83
14166,1361,314.29,ICICI,UPI,UPI,Food,Android,LOW,R2,HEALTHY,0.981,1,82.87
14167,1361,1058.25,HDFC,UPI,UPI,Food,iOS,LOW,R4,HEALTHY,0.983,1,147.18
14168,1361,301.59,HDFC,Rupay,CARD,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,108.22
14169,1361,2135.07,ICICI,UPI,UPI,Food,iOS,MEDIUM,R2,HEALTHY,0.981,1,95.05
14170,1362,255.16,ICICI,UPI,UPI,Healthcare,Web,HIGH,R2,HEALTHY,0.981,1,86.17
14171,1362,664.97,Kotak,UPI,UPI,Food,Android,HIGH,R1,HEALTHY,0.986,1,162.45
14172,1362,590.14,Axis,UPI,UPI,Travel,Web,LOW,R1,HEALTHY,0.986,1,163.68
14173,1362,818.65,Axis,Visa,CARD,Food,iOS,LOW,R1,HEALTHY,0.986,1,157.36
14174,1362,89.09,HDFC,Rupay,CARD,Electronics,iOS,LOW,R3,HEALTHY,0.979,1,128.27
14175,1362,10.0,BOB,Rupay,CARD,Electronics,Web,HIGH,R3,HEALTHY,0.979,1,111.06
14176,1362,531.3,Axis,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,149.93
14177,1362,208.26,HDFC,Mastercard,CARD,Fuel,Web,LOW,R1,HEALTHY,0.986,1,127.79
14178,1362,68.96,HDFC,Visa,CARD,Food,iOS,LOW,R1,HEALTHY,0.986,1,138.05
14179,1362,1668.78,BOB,UPI,UPI,Electronics,iOS,LOW,R1,HEALTHY,0.986,1,145.75
14180,1363,210.72,HDFC,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,112.82
14181,1363,206.22,HDFC,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,89.19
14182,1363,23.83,SBI,UPI,UPI,Electronics,Android,MEDIUM,R1,HEALTHY,0.986,1,129.03
14183,1363,429.37,HDFC,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,98.31
14184,1363,1759.29,HDFC,Rupay,CARD,Shopping,Android,MEDIUM,R3,HEALTHY,0.979,1,119.87
14185,1363,139.23,HDFC,UPI,UPI,Electronics,Android,MEDIUM,R3,HEALTHY,0.979,1,100.36
14186,1363,1259.56,Kotak,UPI,UPI,Fuel,iOS,MEDIUM,R4,HEALTHY,0.983,1,163.41
14187,1363,2721.14,Kotak,Rupay,CARD,Fuel,Android,MEDIUM,R3,HEALTHY,0.979,1,104.3
14188,1364,63.32,HDFC,Mastercard,CARD,Shopping,Web,MEDIUM,R1,HEALTHY,0.986,1,163.28
14189,1364,750.85,HDFC,UPI,UPI,Electronics,Android,LOW,R1,HEALTHY,0.986,1,140.7
14190,1364,452.85,SBI,Visa,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,149.47
14191,1364,2387.63,HDFC,UPI,UPI,Shopping,Web,MEDIUM,R2,HEALTHY,0.981,1,77.64
14192,1364,324.59,HDFC,UPI,UPI,Electronics,iOS,LOW,R4,HEALTHY,0.983,1,148.16
14193,1364,142.06,ICICI,Mastercard,CARD,Shopping,Android,LOW,R1,HEALTHY,0.986,1,158.58
14194,1364,97.5,ICICI,UPI,UPI,Shopping,Android,LOW,R2,HEALTHY,0.981,1,84.98
14195,1364,331.85,BOB,Rupay,CARD,Travel,iOS,LOW,R3,HEALTHY,0.979,1,99.23
14196,1364,148.59,HDFC,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,79.24
14197,1365,452.68,ICICI,UPI,UPI,Food,iOS,LOW,R4,HEALTHY,0.983,1,157.6
14198,1365,5763.78,Axis,UPI,UPI,Healthcare,Web,HIGH,R2,HEALTHY,0.981,1,83.5
14199,1365,33.5,SBI,UPI,UPI,Shopping,Web,MEDIUM,R1,HEALTHY,0.986,1,156.86
14200,1365,5427.5,HDFC,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,155.36
14201,1365,363.45,ICICI,Mastercard,CARD,Fuel,Android,LOW,R3,HEALTHY,0.979,1,97.26
14202,1365,87.21,Axis,Rupay,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,110.82
14203,1365,450.81,Axis,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,156.04
14204,1365,23.8,Kotak,Rupay,CARD,Travel,Web,LOW,R3,HEALTHY,0.979,1,113.82
14205,1365,74.74,HDFC,UPI,UPI,Healthcare,Android,LOW,R4,HEALTHY,0.983,1,176.85
14206,1365,73.48,Kotak,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,103.39
14207,1365,443.04,SBI,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,119.11
14208,1365,2276.12,HDFC,Mastercard,CARD,Healthcare,Web,LOW,R1,HEALTHY,0.986,1,153.0
14209,1366,773.74,BOB,Visa,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,99.19
14210,1366,223.73,SBI,Rupay,CARD,Travel,iOS,LOW,R3,HEALTHY,0.979,1,121.88
14211,1366,168.89,HDFC,Visa,CARD,Food,Web,MEDIUM,R3,HEALTHY,0.979,1,116.59
14212,1366,285.47,ICICI,UPI,UPI,Electronics,iOS,MEDIUM,R1,HEALTHY,0.986,1,134.46
